stone_id,mean_std_per_class,std_CaOx,std_CHP,std_UA,std_MAP,std_CYS,std_OTH
S275,0.051789501099491854,0.06191549383328911,0.13086119693664136,0.06756859676359586,0.009658052670271488,0.02787290335301836,0.012860763040134936
S277,0.04514239459945612,0.05430851372165307,0.08209859345235107,0.01999149721110909,0.03435050423056717,0.057977416518251196,0.022127842462805105
S279,0.12072887913762127,0.01593351425432307,0.33060028005247083,0.31219427693125446,0.024916087200566213,0.004181412087766665,0.036547704299346395
S28,0.0361002419122325,0.04317749695556462,0.05142782077823613,0.08682971127305908,0.0014206650548647148,0.009569488505923672,0.024176268905746808
S280,0.09875031219916264,0.2544190855290386,0.2694772608672934,0.039695808917197976,0.0014570498042741553,0.018121774735253733,0.009330893341917968
S281,0.05498328980642375,0.12280875737422713,0.14535067755550257,0.0340541709228118,0.0032114718340770093,0.01117796371883939,0.013296697433084611
S282,0.046550854017168936,0.12125775947690298,0.12819581826036996,0.005214667085186537,0.0006813809512435533,0.016477526254528686,0.007477972074781927
S283,0.1366465118844088,0.17330806321271633,0.10930022425576202,0.13496882161120466,0.01066249551103958,0.3595350898640658,0.03210437685166448
S284,0.05337807121285568,0.15980837330742192,0.1096766113373576,0.03918757359332848,0.00021700735765475967,0.007516981026615762,0.003861880654755497
S285,0.10059191246277112,0.21412718736903366,0.16730415288849024,0.16533378838001758,0.014540249545954549,0.0037602654822762,0.03848583111085453
S286,0.08119777903467885,0.13563471335143384,0.18558439415374295,0.07731504441835821,0.05251940966803645,0.003049651371368633,0.03308346124513296
S288,0.048698562749063944,0.09708815755087437,0.0892338187094898,0.01073584887037057,0.04720261812762303,0.03820558736656612,0.009725345869459777
S289,0.07025911512707635,0.20597487572361375,0.1401937535217043,0.006687759449727252,0.02831608706016606,0.02364597215358604,0.01673624285366059
S29,0.04019109692981504,0.11734786406119843,0.11270155741171123,0.004110823168505707,0.0010154749030141475,9.048380609440495e-05,0.005880378228366331
S290,0.04459780612585176,0.02043753034137261,0.1154859929984905,0.044657465293346174,0.0731502417314196,0.003245439756808924,0.010610166633672804
S291,0.12012210437264421,0.025947246370802077,0.03040490768947958,0.3014828272929882,0.0014115474581123761,0.35924000260945926,0.00224609481502383
S292,0.04047216081187924,0.0015370984520982202,0.016375738176248954,0.10560789508217745,0.0007224816397384182,0.11765610162952557,0.0009336498914868014
S294,0.05337867673617817,0.15562136637052068,0.02574879839102219,0.10977849242239499,0.0013236387455469584,0.00862925895640316,0.019170505531181006
S295,0.04881192495200967,0.11521890904874306,0.09549740039476762,0.04953910063842504,0.007464835301891459,0.002943083849104683,0.022208220479126194
S299,0.06802853097266486,0.20289948167769048,0.11149973511632662,0.07881287146689304,0.006368335708604855,0.0028737152901116467,0.005717046576362448
S30,0.023801366833362373,0.059602714376094934,0.037604198502828354,0.02848533700403149,0.0020848367679437312,0.0003328284591010486,0.014698285890174688
S300,0.041901884128575546,0.11512724537321312,0.04288365279844272,0.08460835183036207,0.0004994785972039652,0.0010306116147342844,0.007261964557497164
S302,0.03497289348070106,0.07715978441414698,0.07889939136148737,0.027379988902366363,0.010032100026169105,0.0023185991591978144,0.014047497020838734
S303,0.025348883565579627,0.07604665458626739,0.0005842712241943963,0.04339593490387616,0.0040428025942362625,0.003670541666057648,0.024353096418845917
S304,0.01642078516741847,0.029952760687835665,0.037266895154210035,0.014081614999675003,0.0005250033889883871,0.007551685112206005,0.00914675166159571
S305,0.00965334447021526,0.007539431383091757,0.008603072548912596,0.01173694898289503,0.0007193179037388656,0.028719369285823627,0.0006019267168296882
S306,0.07669164880576217,0.2077979218370259,0.08510495785982113,0.040551522194290035,0.07393678239930875,0.04967834349359678,0.0030803650505303666
S308,0.07480820236323588,0.15999524243692112,0.06418454440919377,0.04393632781702017,0.1358887140089785,0.03384304281891144,0.011001342688390276
S309,0.04260885971202936,0.03426648390974142,0.09397103339526632,0.08640533820129893,0.007371728005476552,0.012081311159648693,0.02155726360074421
S31,0.04984308464545711,0.13130236347120042,0.07455420547333476,0.08224083148239282,0.0001023667303465555,0.004069614870840205,0.006789125844627838
S310,0.11190518452125048,0.14856718779198666,0.2475883837158762,0.13847901989269204,0.026247746770968115,0.0969571410155421,0.013591627940437742
S312,0.07049902965030286,0.1617708964012901,0.14738218363544545,0.021211890435485423,0.03562663334737425,0.015617036710742455,0.04138553737147945
S313,0.07976116802214576,0.21959325220363993,0.15090406784882548,0.0038546982865563803,0.09148854141127895,0.0006196501411484046,0.012106798241425501
S314,0.08639646555069343,0.24403353904079586,0.238803944557218,0.02425312571717124,0.002781463420072407,0.0002966412618235972,0.0082100793070794
