stone_id,mean_std_per_class,std_CaOx,std_CaP,std_UA,std_MAP,std_CYS
S259,0.07310931940763846,0.15972477399359133,0.04716121287104479,0.10039680463019997,0.005279543457857945,0.052984262085498154
S260,0.08633098686036322,0.06517157141559354,0.13725350063768518,0.15818259502985552,0.013590380896893193,0.057456886321788705
S261,0.02175521047560785,0.018302479962535607,0.030654354962967156,0.04726217040763788,0.003765510012176953,0.00879153703272163
S262,0.04042047191075131,0.09267542549834225,0.06481018994007452,0.01866751758248935,0.010429760781245082,0.015519465751605356
S263,0.03875641251170132,0.08646352040517719,0.05977760245796363,0.027514063131873236,0.005065456944070963,0.01496141961942157
S265,0.04483055948257665,0.11200836328895357,0.10190750790142519,0.0092434433304966,0.0006536297018219897,0.0003398531901859349
S266,0.042700241479555916,0.10156740033919068,0.08439010546783003,0.02328712741148611,0.001795835723875261,0.0024607384553975136
S267,0.020709632245203315,0.03127523724002539,0.04970359039087419,0.01997934618322375,0.0013625225304845564,0.001227464881408698
S268,0.013286142237395975,0.03276643606624207,0.0169139852535606,0.009826657599413327,0.0011069950140267886,0.0058166372537371
S27,0.0830377968245086,0.12842881608740475,0.09223841519195983,0.10702649905274005,0.01564455586774169,0.07185069792269672
S270,0.10156877859995353,0.25385339781537364,0.22517897451827698,0.016744144193489196,0.009594580967470625,0.0024727955051572457
S271,0.05020326445880837,0.11054528161162913,0.11803280297066919,0.018582608272437226,0.002487596676266512,0.0013680327630397602
S275,0.07065689283080033,0.07557994896332142,0.08749848367421138,0.11600573079450022,0.06329277780466673,0.010907522917301926
S276,0.02338745624154429,0.04145948968293813,0.009757455395949242,0.008563447995101114,0.012080039971664866,0.045076848162068084
S277,0.15912975433760734,0.04246600348993752,0.1729698313656799,0.07701562588624879,0.11181325851636797,0.3913840524298026
S278,0.11846743206095531,0.06230574278848233,0.2283712867368542,0.22161261810964722,0.06779729407407861,0.012250218595714225
S279,0.08234141966158152,0.001948357036313835,0.11983211898395395,0.1354591966171599,0.06686763303441073,0.0875997926360692
S280,0.04776170776566061,0.022033125935250256,0.07956346796257073,0.04595869836068935,0.03744993941581618,0.053803307153976535
S281,0.04609902296808068,0.11141256194530348,0.0298280828362111,0.07899804191961399,0.006753606183735672,0.0035028219555391887
S282,0.0691713330933073,0.17289331745802702,0.15594798794848047,0.01224849490929395,0.0034290926800517544,0.0013377724706832867
S283,0.03245212054343559,0.013218031930507235,0.05230206632241193,0.07193862294065612,0.012845068123913644,0.011956813399689032
S284,0.06340507043552134,0.14493286059435234,0.020630929918562635,0.12930823294863603,0.0002389673167240542,0.021914361399331613
S286,0.07654637518755103,0.19076156997560526,0.1414281640100734,0.007655260982911883,0.020500875808801736,0.022386005160362918
S287,0.031723588418649466,0.038651750491884,0.07464072132217038,0.03354574796881154,0.00588886874426298,0.0058908535661184366
S288,0.06939102761663393,0.09695517925316054,0.07696241263980982,0.03697425013263709,0.015084942334233799,0.12097835372332845
S29,0.07956355885402747,0.10887550859173678,0.15409165653424567,0.10016270775453438,0.006771154667638641,0.027916766721981824
S290,0.06973578507183073,0.03925813599562539,0.1477619183685606,0.05866305630905444,0.02627146912795542,0.0767243455579578
S291,0.12192021724935502,0.018036789673422454,0.04214428138643408,0.2485773824841352,0.003584832162766853,0.2972578005400166
